	x	y	gene	sig	fc	cluster
EXOSC7	5.460640609	-1.011290774	EXOSC7	0	0.086637314	
ZC3H10	-8.326729682	-9.814308069	ZC3H10	0	0.051559863	
ID4	-14.39192867	0.992520676	ID4	0	0.039812469	
VAV3	0.046833709	10.44845562	VAV3	0	-0.050259714	
RASA3	4.033659912	5.79914137	RASA3	0	0.039899446	
ZGPAT	-4.434944156	-5.183954123	ZGPAT	0	-0.096658784	
POLR1F	1.281135607	-11.08170018	POLR1F	0	-0.032243374	
APEH	-3.839681642	-11.30978616	APEH	0	-0.015520602	
PCAT6	-10.28443521	-12.85327403	PCAT6	0	0.05816623	
CIART	-3.824544128	-10.55692733	CIART	0	0.10184394	
CACNA1G	13.67371481	0.750457886	CACNA1G	0	0.005641774	
HDAC6	-0.489604744	-5.663456008	HDAC6	0	0.068228305	
ENPP4	4.633113477	-3.763939911	ENPP4	0	-0.019353271	
CBX3	8.79851201	-3.392883296	CBX3	0	0.020193521	
PDE5A	14.32731103	8.160485343	PDE5A	0	0.083300287	
MTF2	10.98654384	10.03643219	MTF2	0	-0.004087491	
ZNF713	2.843632199	1.401291137	ZNF713	0	0.071115702	
GFPT2	3.409102152	5.331494437	GFPT2	0	-0.041217708	
PWWP2A	6.385192975	9.549895815	PWWP2A	0	0.00133189	
GINM1	4.488489656	0.158283375	GINM1	0	0.023234344	
SOCS1	-13.64248459	-6.945388206	SOCS1	0	-0.060886877	
IGFBPL1	-13.0952735	-4.745819394	IGFBPL1	0	-0.018762069	
MAP4K3	10.65425638	15.49292102	MAP4K3	0	-0.055392951	
SLC66A3	-5.434850761	-3.176396717	SLC66A3	0	-0.170965686	
LINC02615	1.272186826	5.415424636	LINC02615	0	0.063376058	
SLC5A12	-9.254926054	-5.957036509	SLC5A12	0	-0.296515546	
STXBP6	8.889116749	20.33919371	STXBP6	0	-0.051011032	
CEP95	9.369087887	5.261070943	CEP95	0	0.074615602	
ZSCAN10	-11.24862844	-9.518943096	ZSCAN10	0	0.111731903	
ILF3-DT	1.564027212	-9.254636432	ILF3-DT	0	-0.0447938	
CYP2E1	-1.038703992	-4.518945925	CYP2E1	0	-0.247044176	
OSBPL7	-4.776813762	-9.281644901	OSBPL7	0	0.138828604	
KLF7	3.316552774	10.51960604	KLF7	0	0.052412468	
CDC42BPB	7.399829832	8.161466269	CDC42BPB	0	-0.019886052	
GLIPR2	-7.952376279	-6.20797287	GLIPR2	0	0.082225517	
CSTF2	-4.064435691	-7.692280326	CSTF2	0	0.048887162	
USF2	4.479639458	-3.655127481	USF2	0	-0.015126751	
RNASEL	-7.007422564	-10.43909821	RNASEL	0	0.101783613	
BAG1	4.714454055	-9.648919428	BAG1	0	-0.091900506	
ANXA9	-11.36420868	-8.220475726	ANXA9	0	-0.295699044	
NRDE2	3.462331501	0.20696411	NRDE2	0	0.055779655	
POLR2K	6.638691715	-8.949630815	POLR2K	0	0.058665945	
SEPSECS	-4.423404978	-3.205758318	SEPSECS	0	0.054803145	
RPS10	10.34728479	-8.340839403	RPS10	0	0.159698813	
ORAI2	4.684142577	-3.658625996	ORAI2	0	-0.035304282	
SCYL3	4.706834985	0.312065039	SCYL3	0	0.037276511	
ACLY	2.075692293	-6.36809578	ACLY	0	0.016565968	
STIM2	11.06032445	9.943583784	STIM2	0	-0.054042922	
FYTTD1	6.706490058	0.865553836	FYTTD1	0	0.045751165	
GDPGP1	-13.04086463	-9.925559872	GDPGP1	0	0.06582504	
NFIB	8.952507099	19.87843243	NFIB	0	0.344264183	
SDHB	8.590295172	0.276466356	SDHB	0	-0.069983455	
CNTN5	11.62846134	19.09719348	CNTN5	0	-0.523580138	
C1orf53	-9.562376945	-13.48552913	C1orf53	0	-0.01801068	
RGS9BP	-11.33031328	-10.22119278	RGS9BP	0	-0.014463092	
NAA60	-7.589850067	-16.24147219	NAA60	0	0.034921455	
NTAQ1	-1.321275435	-11.45404746	NTAQ1	0	-0.022617916	
CCN3	-9.569265632	0.791334006	CCN3	0	-0.358669106	
GPATCH1	-3.521601561	-5.051554706	GPATCH1	0	-0.049391476	
CPVL	-1.884716443	5.411622066	CPVL	0	0.007583507	
ARMH3	9.345296379	10.90880718	ARMH3	0	-0.010189695	
UTP11	-1.483066957	-11.93110456	UTP11	0	0.10435603	
RNF128	0.399848049	1.366354059	RNF128	0	-0.738734852	
FZD8	-13.63219197	-2.414490253	FZD8	0	-0.141204274	
NAA20	6.909430068	-3.773855999	NAA20	0	0.017511383	
ZNF138	10.72525893	7.012608486	ZNF138	0	-0.081119004	
GPR158	11.8319955	18.46971603	GPR158	0	0.058937631	
C9orf50	-10.98661147	-9.398007792	C9orf50	0	-0.117409463	
TMEM222	2.104561255	-7.561601599	TMEM222	0	-0.030647832	
SLC10A7	8.055313288	5.194550771	SLC10A7	0	-0.5727566	
AXIN1	2.193165818	0.8835624	AXIN1	0	-0.037505196	
ARVCF	-7.660034306	-1.396050181	ARVCF	0	-0.055062277	
SH3D21	0.778752093	-2.833153529	SH3D21	0	-0.137804559	
HHIP-AS1	-7.582638671	-15.01697654	HHIP-AS1	0	0.04274842	
RAB22A	6.578216651	1.380378553	RAB22A	0	0.033162691	
TOMM7	10.52025659	-8.530916791	TOMM7	0	0.025251342	
PUS7	6.518577957	6.515316332	PUS7	0	0.047928462	
MAOA	-7.879038736	3.252695318	MAOA	0	-0.057308664	
SSBP1	9.246164215	-2.357427582	SSBP1	0	0.083436498	
LY6H	11.64148032	-4.639283596	LY6H	0	-0.274009876	
ELOVL2	-7.670025549	4.064217182	ELOVL2	0	-0.078282714	
TPBG	-9.818265939	2.890939785	TPBG	0	-0.397209476	
WNT11	-12.89628329	-3.780382662	WNT11	0	0.08624661	
NME1-NME2	-15.41332284	-10.82154255	NME1-NME2	0	0.027373118	
ZNF230	-7.719458749	-9.637809935	ZNF230	0	0.110357289	
SERPINI1	7.409253527	15.13346667	SERPINI1	0	-0.247004287	
PFDN5	10.56370313	-8.555277135	PFDN5	0	0.028905908	
RAMAC	-1.991306755	-14.12326515	RAMAC	0	-0.07045323	
SMARCAD1	10.98801412	10.44980057	SMARCAD1	0	-0.033835729	
TPCN1	0.87409312	5.937100324	TPCN1	0	0.075957152	
SHISA2	-16.19104428	-8.527343977	SHISA2	0	-0.379005537	
SUMO1	8.854951693	-6.114882727	SUMO1	0	-0.020700559	
TMCO6	-6.730947556	-10.28821909	TMCO6	0	0.045612843	
RWDD2A	-1.147810822	-10.72129729	RWDD2A	0	-0.041647929	
KLKB1	-0.497728224	0.249930186	KLKB1	0	-0.427434404	
LTBP2	-10.7618238	-1.317463235	LTBP2	0	0.073960596	
ZNF528	4.719278704	1.069692634	ZNF528	0	-0.172276504	
PHF1	2.202686339	-5.83984768	PHF1	0	-0.194221979	
HECW2	9.114332752	18.23285696	HECW2	0	-0.048206229	
WIZ	-6.866648702	-11.51812467	WIZ	0	0.053100865	
CA2	-6.3356849	8.66935849	CA2	0	-0.007871694	
MAB21L2	-11.39459428	0.637529662	MAB21L2	0	-0.273782625	
PI15	-6.491453699	-3.002118943	PI15	0	0.302650753	
PCAT7	-10.39360838	-5.807784329	PCAT7	0	0.112314981	
N4BP2L1	6.932978953	11.40876531	N4BP2L1	0	-0.06085023	
KAT8	-0.310873712	-1.737307864	KAT8	0	0.038005232	
B3GALT1	-8.488082586	2.580298229	B3GALT1	0	-0.046024558	
ZNF180	-5.485924544	-6.542600821	ZNF180	0	0.049847533	
ZNF652	8.35643929	9.557024295	ZNF652	0	0.00241498	
CHD1L	12.55497778	1.05671178	CHD1L	0	0.013968356	
SNX30	3.991595675	7.752833833	SNX30	0	0.045222963	
CALML4	-9.842479281	-7.003376041	CALML4	0	0.03436412	
CLEC3B	-14.63402956	-1.562261605	CLEC3B	0	-0.090339711	
ZNF319	-6.920834943	-12.96556199	ZNF319	0	-0.040401922	
ARFGEF1	10.85975319	13.64044864	ARFGEF1	0	-0.046938197	
BPNT1	-1.857053705	-3.685849073	BPNT1	0	-0.070687571	
RBM33	9.91784209	11.55680098	RBM33	0	0.088893725	
TCERG1L	4.157029333	9.116006218	TCERG1L	0	-0.002428909	
EPS15L1	8.152381194	9.602293979	EPS15L1	0	0.00092385	
RMI1	-3.708690273	-2.650254422	RMI1	0	0.055699212	
STARD9	2.433302607	8.076912329	STARD9	0	0.063272793	
LINC02044	-10.7885038	-8.153554018	LINC02044	0	-0.171757677	
GABRR1	-9.777973684	-11.29984706	GABRR1	0	-0.214071019	
AHRR	1.44445835	3.984783847	AHRR	0	-0.397617699	
ADNP-AS1	-9.010349022	-8.643519561	ADNP-AS1	0	0.043268351	
USP40	1.035289105	5.7892726	USP40	0	0.012135002	
GRK5	2.067548846	9.238552256	GRK5	0	-0.025814581	
ZNF514	-5.597007727	-6.233640187	ZNF514	0	-0.072920191	
GNB4	-2.488944147	6.139659769	GNB4	0	0.327474121	
ZNF768	-7.345139785	-12.1826562	ZNF768	0	-0.019050352	
NRAV	-7.078295587	-8.229532036	NRAV	0	0.185424324	
ZYX	3.061801789	-3.441651151	ZYX	0	0.034598496	
PLEKHM2	5.29075216	4.013965493	PLEKHM2	0	0.026865531	
STK36	1.031180062	-4.965424086	STK36	0	-0.010398024	
PEAK1	8.352441297	16.86869373	PEAK1	0	-0.01077723	
AP1G1	9.616880006	7.186472159	AP1G1	0	-0.010590529	
GALNS	-4.28556604	-5.602223748	GALNS	0	-0.060569249	
KCNQ3	10.98203507	18.76874655	KCNQ3	0	0.141289085	
CXCL16	-13.78350376	-2.599003492	CXCL16	0	0.068040961	
FASTKD2	10.67799602	5.134460095	FASTKD2	0	-0.029330021	
SOX30	-11.64895649	-12.81548031	SOX30	0	0.216860412	
MED19	1.99918755	-10.61911055	MED19	0	0.037470488	
RCBTB1	-4.657051401	3.490255158	RCBTB1	0	0.025783936	
DAPK3	-3.095692116	-6.944185263	DAPK3	0	0.038974678	
ADAMTS19	6.759955726	17.95567814	ADAMTS19	0	0.235956021	
SUMF1	9.07546285	14.92689175	SUMF1	0	0.123985649	
LRRC55	-10.0650609	0.105400466	LRRC55	0	-0.130602417	
ZNF600	-10.38488681	-7.316143759	ZNF600	0	0.053076755	
ZNF568	6.695590457	2.775035541	ZNF568	0	-0.069734056	
GPRC5D-AS1	-6.913067003	-0.062250524	GPRC5D-AS1	0	-0.229500258	
GAGE10	-10.49360076	-6.29603074	GAGE10	0	-0.189169176	
CITED4	-5.444322969	-14.04982153	CITED4	0	-0.16223602	
PSMA2	-5.771399001	-16.49980793	PSMA2	0	-0.036023048	
SIPA1L2	1.686667404	10.98400671	SIPA1L2	0	-0.056194306	
ARRDC1-AS1	-5.555419252	-10.69546224	ARRDC1-AS1	0	-0.014322357	
ID2	-11.70132731	5.645175325	ID2	0	0.034263901	
LSM1	1.190666443	-12.16180358	LSM1	0	-0.061610823	
POLR3GL	-0.394844489	-14.4051811	POLR3GL	0	-0.057871712	
SLC8A1	10.82918929	19.2871654	SLC8A1	0	-0.032979106	
STOX2	10.77238228	16.16910249	STOX2	0	-0.026688183	
ZNF460-AS1	-7.52163241	-6.284526877	ZNF460-AS1	0	-0.182735746	
ARMC5	-11.62271955	-11.82870249	ARMC5	0	-0.04535478	
LURAP1	-3.614372664	-3.549611061	LURAP1	0	-0.099194255	
PCTP	0.62360301	2.304461903	PCTP	0	0.07347121	
SPATA7	11.46494372	10.95669375	SPATA7	0	-0.055989657	
DEPDC7	-12.67349677	-7.719221347	DEPDC7	0	0.091300107	
TRH	-10.32819157	2.232992598	TRH	0	-0.082149445	
NDUFV3	10.28643318	3.454305531	NDUFV3	0	0.009626602	
UGDH-AS1	3.706696642	-0.435445766	UGDH-AS1	0	-0.10804417	
MRPS33	2.621077472	-11.43662141	MRPS33	0	0.010716422	
CFAP410	-5.757821054	-10.87376861	CFAP410	0	-0.09816645	
NINJ1	-11.4838911	-0.040110598	NINJ1	0	-0.045469656	
TRIM24	7.303662927	8.215091597	TRIM24	0	0.011564227	
PPP1CA	0.307242348	-11.91385657	PPP1CA	0	-0.064572015	
SLC18A3	-10.50587367	0.385180889	SLC18A3	0	-0.077094493	
AUP1	-0.316271929	-9.786158871	AUP1	0	-0.021026582	
ADAT1	-7.111402578	-16.37347536	ADAT1	0	-0.148497736	
SMYD4	-3.626202716	-3.615742935	SMYD4	0	0.068049726	
EMB	0.649282504	8.545139949	EMB	0	0.052030539	
PMS1	10.9326302	7.943192946	PMS1	0	-0.042378367	
C19orf18	-8.331866404	-5.213549872	C19orf18	0	0.002987422	
PAK1IP1	0.11924128	-9.640757807	PAK1IP1	0	0.044982916	
ZNF404	-7.691293478	-4.700500264	ZNF404	0	0.035141638	
PCDHA6	5.040443254	-2.181346188	PCDHA6	0	-1.209255557	
SCCPDH	6.959313579	-0.504458936	SCCPDH	0	0.03761802	
PP2D1	-10.07470755	-8.033998949	PP2D1	0	0.17548864	
EDEM3	10.25154138	6.430577629	EDEM3	0	0.058099192	
PACRG	12.50697301	16.46447389	PACRG	0	-0.184215252	
VPS18	-5.600809285	-12.22219609	VPS18	0	-0.053928285	
XIAP	7.356119099	3.925813879	XIAP	0	0.06461601	
FOXJ3	10.55447789	12.76710738	FOXJ3	0	0.084851272	
DNAJB2	2.519457127	3.674393574	DNAJB2	0	-0.017506391	
HDAC7	2.572940309	-1.278395004	HDAC7	0	-0.029049217	
SNORA67	2.623143973	8.977626739	SNORA67	0	0.613295576	
UBC	10.08482461	-6.659195962	UBC	0	-0.026979499	
ROPN1L	-13.27377379	-3.69275881	ROPN1L	0	-0.14912662	
ATF7IP	9.024077485	9.836395794	ATF7IP	0	-0.000858985	
MSRB2	-1.620171285	-2.08443276	MSRB2	0	0.044623737	
SLC39A5	-12.10875763	-7.989509151	SLC39A5	0	0.08896956	
SNORD95	2.644640374	9.0976968	SNORD95	0	-0.08258544	
KLHDC3	7.354994331	-3.986194859	KLHDC3	0	0.029517554	
N4BP2L2-IT2	-7.104390152	-15.5026414	N4BP2L2-IT2	0	-0.022816666	
GNG11	-15.12110078	-1.810684648	GNG11	0	0.052851782	
SHISAL1	-6.000344666	3.086895054	SHISAL1	0	0.00818315	
BPGM	-1.165705927	-12.88956578	BPGM	0	0.028593351	
PPP1R37	-7.724234464	-16.013995	PPP1R37	0	-0.038652485	
SLC25A30-AS1	-13.5202975	-11.67720503	SLC25A30-AS1	0	-0.126690318	
LAMA1	-8.157882743	4.85988551	LAMA1	0	-0.003976553	
MRPL40	0.955174051	-13.47128895	MRPL40	0	0.018794483	
PAFAH1B2	8.242877618	-2.071802737	PAFAH1B2	0	-0.030399458	
AUH	10.21876883	12.60134782	AUH	0	-0.004566994	
GFER	-6.091659944	-11.51187406	GFER	0	-0.04038299	
PPP1R12B	9.156174172	16.44997331	PPP1R12B	0	-0.080016278	
PRR18	-12.82266444	-1.786131067	PRR18	0	-0.008641291	
BBS1	8.352011296	1.015481312	BBS1	0	0.053236654	
CRTC3-AS1	-7.713286979	-6.308493034	CRTC3-AS1	0	-0.111776631	
PRAP1	-9.863955846	-13.25134548	PRAP1	0	-0.067624649	
TRMT9B	14.75018027	14.73953494	TRMT9B	0	0.084392549	
FAM184A	12.16781195	10.22184536	FAM184A	0	0.032705869	
CYP4V2	3.019808633	-1.375260527	CYP4V2	0	-0.034667205	
KCNIP4	11.14503693	19.08498406	KCNIP4	0	-0.220869396	
AATBC	-11.88863074	-8.304093871	AATBC	0	-0.315673245	
GATC	-3.650928792	-6.405222869	GATC	0	0.030229866	
NUDT1	1.645151456	-14.04238023	NUDT1	0	-0.105272289	
TIPRL	9.550542843	2.976833201	TIPRL	0	-0.032955716	
PYGO2	-5.637960632	-12.33710296	PYGO2	0	0.032479609	
FMNL2	9.286463257	18.06130129	FMNL2	0	0.077783782	
PGAP6	-6.148049826	-10.12242791	PGAP6	0	-0.031468725	
SP140L	-4.691181143	-2.618315237	SP140L	0	-0.343597227	
STAM	7.601108689	3.127070968	STAM	0	-0.016768666	
BANP	5.477387283	4.52292198	BANP	0	-0.044372297	
DRG2	-0.780982748	-10.32167334	DRG2	0	0.059275682	
MX1	-6.33666243	0.480077703	MX1	0	-0.036657834	
AKT1	-2.824832357	-9.880977177	AKT1	0	0.040711093	
BCL9L	-5.56335996	-12.74426926	BCL9L	0	0.051520832	
PHF14	10.69352297	16.5771039	PHF14	0	-0.041507881	
MIR762HG	-7.450460751	-7.066338089	MIR762HG	0	0.028536187	
ERCC8	10.49222095	6.476428475	ERCC8	0	-0.003940396	
FLAD1	-0.856032373	-10.38784239	FLAD1	0	-0.023853475	
SPP1	-6.602208889	8.737665538	SPP1	0	-0.374050532	
BCAS1	-5.606229194	8.703546517	BCAS1	0	-0.477105223	
ODAD1	-12.61418938	-3.206852205	ODAD1	0	-0.002790714	
FXN	-1.762520511	0.788766743	FXN	0	-0.038707303	
LRCOL1	-10.83332994	-13.27861153	LRCOL1	0	0.304264731	
SMG1	9.679787541	11.41950173	SMG1	0	0.033456423	
FADD	-7.252812571	-12.87031247	FADD	0	0.041257678	
SH3BP1	-9.830522528	-3.41862304	SH3BP1	0	0.05368891	
MZF1-AS1	-7.751407285	-6.728310401	MZF1-AS1	0	0.082749981	
BNIPL	-13.52299642	-9.883480875	BNIPL	0	0.151839238	
TRAF2	-5.122614216	-5.993607665	TRAF2	0	-0.038493021	
LRIF1	2.250248854	-3.727037417	LRIF1	0	-0.035521799	
PKNOX2	6.135601395	13.28917595	PKNOX2	0	0.060389218	
ZNF8	-4.656410779	-5.418753782	ZNF8	0	0.041965484	
FRAT1	-7.92442195	-12.76009091	FRAT1	0	0.02469814	
ZMYND12	-8.178496298	-8.895476338	ZMYND12	0	0.104681282	
ARHGEF28	4.26593404	12.29989597	ARHGEF28	0	0.241559649	
PIGK	9.104605282	5.128792275	PIGK	0	0.035754861	
EEPD1	0.790197498	11.3957608	EEPD1	0	0.094210349	
CYTH3	6.072312257	11.40311458	CYTH3	0	-0.021876927	
EMG1	-0.903891387	-11.86070096	EMG1	0	0.048224219	
SHISA6	16.59124078	11.01996608	SHISA6	0	-0.000413615	
CMC4	-9.414196102	-13.34265509	CMC4	0	-0.106973266	
ZNF81	6.076933786	1.455217226	ZNF81	0	0.026294996	
OXCT2	-12.17946472	-8.142223629	OXCT2	0	0.076155617	
DNAI4	2.26152828	6.036041986	DNAI4	0	-0.110841264	
ANKRD36	11.42002834	16.45999052	ANKRD36	0	-0.041431781	
TCFL5	-3.347178541	-3.571662479	TCFL5	0	0.050072489	
ACOT8	0.424100442	-9.79255009	ACOT8	0	0.050540008	
ANKEF1	-7.345298486	-5.627873395	ANKEF1	0	-0.058565498	
CTSC	-6.310098155	3.087482571	CTSC	0	-0.242058922	
ITPR1	8.073452428	16.72899731	ITPR1	0	-0.249152584	
DCAF5	10.24815435	10.99256628	DCAF5	0	0.03476695	
PCDHB10	-4.765518099	-12.76259461	PCDHB10	0	-0.04538204	
MEGF11	16.35665037	10.44154779	MEGF11	0	-0.116641945	
TBC1D26	-7.323766175	-2.909281673	TBC1D26	0	-0.054498855	
PTDSS2	2.811455845	-1.182955855	PTDSS2	0	-0.099426167	
NUP50	1.477518834	-3.724244148	NUP50	0	0.048881551	
AGAP5	-5.1925997	-6.992720213	AGAP5	0	0.065639192	
UNC45A	3.146321657	-2.576542096	UNC45A	0	0.04004107	
MORF4L1	10.85509536	-5.968538763	MORF4L1	0	0.041221122	
ZNF7	-2.458032473	-5.741301879	ZNF7	0	0.057510417	
PARP16	2.448259233	0.727304723	PARP16	0	-0.038094897	
USP11	13.43572856	5.332480812	USP11	0	0.192077244	
CARD10	-13.5208089	-6.10086039	CARD10	0	0.111182912	
PERM1	-12.27383999	-13.39566679	PERM1	0	0.014571917	
ZNF606	-3.157249888	-4.711253271	ZNF606	0	-0.036696457	
GALC	5.53589199	0.69663551	GALC	0	0.036503031	
PKN3	-12.66717568	-4.810793196	PKN3	0	0.248312957	
SSU72	8.140888986	-4.838183551	SSU72	0	0.048823477	
UBXN6	0.510590497	-7.213050747	UBXN6	0	-0.029812348	
FEZ2	12.3180061	9.195223244	FEZ2	0	-0.046940373	
CCSAP	11.81764872	4.759437907	CCSAP	0	0.031137491	
FANCC	0.459098675	6.461328481	FANCC	0	-0.0404268	
GRID2	9.911888577	19.50600943	GRID2	0	-0.049938995	
TNFRSF1B	-13.34524644	1.594567235	TNFRSF1B	0	0.102839207	
DDX10	10.70089976	10.96962773	DDX10	0	-0.042489887	
PNISR	11.52150549	15.62245911	PNISR	0	0.109726129	
ZFAND1	9.860350301	3.054044263	ZFAND1	0	-0.03380952	
STARD4-AS1	2.758448657	8.817920941	STARD4-AS1	0	0.028137216	
GUF1	5.084517103	-0.189409787	GUF1	0	-0.067821451	
LRRC38	-9.859301894	-0.578539462	LRRC38	0	0.034482944	
GDF6	-9.58270492	-0.439073817	GDF6	0	-0.467739957	
ATG7	9.619890233	15.18053934	ATG7	0	0.034202868	
GGT1	-13.57569409	-10.80475931	GGT1	0	0.093387436	
SIRT3	2.540921865	-0.968816004	SIRT3	0	-0.050506832	
DICER1	7.225677306	15.131872	DICER1	0	-0.042093042	
ZNF500	-4.88141955	-5.071705809	ZNF500	0	-0.111217463	
ARHGEF7	9.974222265	15.9684265	ARHGEF7	0	0.036409657	
ATG3	-1.365060447	-4.999577188	ATG3	0	0.039882762	
PFKFB4	-5.633344051	-3.367570031	PFKFB4	0	-0.155240709	
FARSA	1.158035238	-8.427627221	FARSA	0	-0.040740301	
SLC35C2	1.514867591	-4.447793901	SLC35C2	0	0.043078268	
ATP5MC1	8.826394203	-7.224248957	ATP5MC1	0	-0.049814306	
CHST8	16.92228062	8.27980873	CHST8	0	-0.295513276	
ZER1	7.900347567	10.82178231	ZER1	0	-0.02822461	
SDHAF2	-1.044201711	0.217656552	SDHAF2	0	0.013722805	
SERPINB8	-8.212625419	-8.737275738	SERPINB8	0	0.04610932	
PDE4B	9.368617505	19.51089711	PDE4B	0	0.070401141	
NOP16	-1.372250055	-13.8303238	NOP16	0	0.022837153	
INO80B	-10.00225627	-14.52099445	INO80B	0	0.067466066	
MTBP	-1.30661206	-1.758482751	MTBP	0	0.056243435	
POP7	1.240968824	-13.42747648	POP7	0	-0.031202027	
AAR2	-3.90247974	-6.344221724	AAR2	0	0.027606221	
UQCRQ	8.254607799	-7.903537428	UQCRQ	0	-0.071848844	
SMPDL3A	-5.983169443	-7.081662175	SMPDL3A	0	0.050294896	
CDKL3	-1.232616279	2.368634151	CDKL3	0	-0.002742645	
DPCD	0.619614332	-11.80674378	DPCD	0	0.057058051	
MTRF1	-1.656595825	-3.850518002	MTRF1	0	0.058463799	
DHFR2	-6.658621467	-12.18506758	DHFR2	0	0.062819223	
CACNG2	7.150203065	10.44878621	CACNG2	0	-0.720940148	
FAM219A	8.096903854	7.538564755	FAM219A	0	0.033530681	
DHH	-12.03419183	-9.737771966	DHH	0	-0.082808343	
INF2	-8.865928427	7.072089783	INF2	0	0.031842137	
EDC4	-3.811222419	-8.806660779	EDC4	0	0.012404291	
PIAS4	-3.923900564	-7.259741132	PIAS4	0	0.029275169	
PAXIP1	4.789862665	1.081692666	PAXIP1	0	0.035891381	
LEMD2	-1.093839257	-4.237226794	LEMD2	0	-0.038464922	
PDZRN3	12.58830525	19.46521041	PDZRN3	0	-0.102547461	
PLCH2	3.434485846	-4.266419576	PLCH2	0	0.312210183	
IRX4	-10.88153827	0.903292277	IRX4	0	-0.985759716	
SLC27A3	-10.31562712	-4.864039932	SLC27A3	0	0.229378622	
SCAND1	6.098705151	-9.550006222	SCAND1	0	-0.107993161	
LSM7	7.188749481	-9.187714582	LSM7	0	-0.089677074	
TMEM192	6.274363693	6.538165933	TMEM192	0	-0.139438711	
ANKIB1	9.251042146	16.23904239	ANKIB1	0	0.005327831	
PDZK1	-8.88337327	-7.600318121	PDZK1	0	0.12131242	
RP9	-2.752143995	-6.749066875	RP9	0	0.027271561	
SH3BP4	-6.143190517	5.427250502	SH3BP4	0	-0.034150365	
SLC7A5	-14.62834795	-0.607573805	SLC7A5	0	-0.156256476	
SMYD5	-6.442633613	-9.190201623	SMYD5	0	-0.006568986	
THUMPD2	3.733698984	8.468084893	THUMPD2	0	0.046644627	
YEATS4	-1.419841401	-5.69016227	YEATS4	0	-0.127199208	
HIC2	0.510988066	-1.617535839	HIC2	0	-0.083077418	
TOR4A	-13.04321102	-7.565015197	TOR4A	0	-0.020426315	
OTUD3	7.493961989	2.138400102	OTUD3	0	0.10770352	
SLFNL1	-9.538496667	-8.831850538	SLFNL1	0	-0.065440975	
C19orf47	-8.702291241	-9.03525476	C19orf47	0	0.031027203	
EPN1	0.842444438	-7.463320464	EPN1	0	-0.042620463	
ST8SIA5	6.523638886	13.11500696	ST8SIA5	0	0.12145669	
MIR3648-1	2.364970196	9.327395068	MIR3648-1	0	-0.207257282	
TCF7	-10.87655392	-6.228821716	TCF7	0	-0.070903007	
TAF5L	-1.687128533	-3.610714083	TAF5L	0	-0.030106721	
POM121L9P	-12.0996909	-3.833729193	POM121L9P	0	0.059769576	
CD274	-10.1701213	-2.116699157	CD274	0	-0.297294318	
MIR210HG	-10.72858761	-12.04776424	MIR210HG	0	-0.033883521	
ZNF91	10.93086122	13.48691912	ZNF91	0	0.150183424	
VPS53	9.483740834	13.13505168	VPS53	0	-0.001251895	
MFAP2	-9.968454458	1.921235129	MFAP2	0	-0.005634328	
TRIM52	1.020251869	-3.432420811	TRIM52	0	0.028821617	
ASTE1	-2.153819041	-7.322660286	ASTE1	0	0.04778977	
CDIPTOSP	-10.05489252	-9.479363123	CDIPTOSP	0	-0.203816188	
MYORG	-16.2110887	-8.619644834	MYORG	0	-0.060950445	
NIM1K	7.628026556	9.246599791	NIM1K	0	0.055811743	
LIX1	-9.258479519	2.241084947	LIX1	0	-0.081562037	
PPP2R5C	8.905153044	13.17235638	PPP2R5C	0	0.003922864	
ADD2	8.478363564	13.32562499	ADD2	0	-0.068548424	
LINC00174	3.983816432	1.913649282	LINC00174	0	-0.081860845	
PLA2G6	-4.290041473	-6.717962505	PLA2G6	0	0.007012333	
ACTL10	-12.70913728	-8.104504903	ACTL10	0	0.209310147	
OSGIN1	-11.52435615	-11.61878139	OSGIN1	0	-0.144240082	
ZNF182	-7.014828601	-10.31680387	ZNF182	0	-0.052429186	
PIP4P2	10.34401601	2.54883633	PIP4P2	0	-0.081973993	
CORO2A	1.328209666	2.375416569	CORO2A	0	-0.115270794	
SPIRE1	10.37801197	15.3341793	SPIRE1	0	0.053022924	
RPP25L	-1.192874507	-13.93294562	RPP25L	0	0.058284656	
UBE2G1	8.647297401	7.937946087	UBE2G1	0	0.00958399	
CIBAR1	9.422371864	2.282373416	CIBAR1	0	-0.012643004	
KCNB1	7.064316483	13.27222789	KCNB1	0	0.124490882	
AGMAT	-9.320209038	-8.702613129	AGMAT	0	-0.231639928	
POGLUT1	7.075291436	0.710592613	POGLUT1	0	0.014744066	
IL7	-0.182185175	0.514614328	IL7	0	-0.077635992	
RTN4RL2	-3.049336248	0.650527484	RTN4RL2	0	0.075058826	
ZNF597	-6.878388216	-12.35197407	ZNF597	0	-0.164885057	
SERINC1	13.65551456	5.484977648	SERINC1	0	-0.033778987	
MAGED4	-16.14945221	-8.63453683	MAGED4	0	0.10864564	
TSNAX	6.683130188	0.163552591	TSNAX	0	-0.020686444	
TPM3P9	-9.204112914	-6.280080251	TPM3P9	0	0.167181546	
ATP2C2	-8.274694521	0.8823703	ATP2C2	0	0.034161153	
CNTNAP3	15.85229711	5.106338468	CNTNAP3	0	0.087190865	
HSD17B4	10.35874346	11.69424471	HSD17B4	0	-0.033633519	
PDLIM7	-2.11243848	-8.520269818	PDLIM7	0	-0.094261808	
TENM3	12.36115529	18.30654947	TENM3	0	0.13407269	
